Season,Thermal comfort,Air temperature,Relative humidity,Outdoor air temperature
4,6.0,31.0,70.7,29.0
4,4.0,27.0,48.8,29.0
4,4.0,27.0,48.8,29.0
4,4.0,27.0,48.8,29.0
4,5.0,28.3,76.4,29.0
4,5.0,28.6,76.2,29.0
3,6.0,29.9,72.4,22.0
3,4.0,27.0,48.8,22.0
3,4.0,27.0,48.8,22.0
3,4.0,27.0,48.8,22.0
3,4.0,27.0,48.8,22.0
3,4.0,26.0,76.6,22.0
4,5.0,30.0,68.4,29.0
3,5.0,28.1,79.9,22.0
3,5.0,29.4,40.3,22.0
2,4.0,27.9,45.7,24.0
2,4.0,24.3,65.2,24.0
3,6.0,30.1,49.3,22.0
1,3.0,16.8,39.9,15.0
1,3.0,16.4,45.0,15.0
3,3.0,24.1,55.7,22.0
2,4.0,27.6,48.5,24.0
1,1.0,16.4,45.0,15.0
4,5.0,28.9,69.1,29.0
1,2.0,16.8,39.9,15.0
3,5.0,29.5,40.3,22.0
1,4.0,21.7,60.8,15.0
1,3.0,19.9,36.4,15.0
1,1.0,16.4,45.0,15.0
3,4.0,24.0,47.9,22.0
2,3.0,21.9,59.2,24.0
1,3.0,19.7,37.2,15.0
1,3.0,15.3,52.4,15.0
3,4.0,20.8,56.4,22.0
3,5.0,26.5,48.4,22.0
2,6.0,31.1,56.3,24.0
2,1.0,18.6,45.3,24.0
1,4.0,22.7,66.2,15.0
2,4.0,22.9,64.4,24.0
1,3.0,19.8,68.6,15.0
3,5.0,26.7,78.0,22.0
2,1.0,23.9,65.1,24.0
3,5.0,26.3,39.8,22.0
3,5.0,26.9,84.5,22.0
3,5.0,20.7,55.5,22.0
4,5.0,28.6,73.4,29.0
4,6.0,30.3,68.7,29.0
2,1.0,13.5,37.8,24.0
2,3.0,22.9,64.4,24.0
2,6.0,31.1,56.2,24.0
3,3.0,19.1,69.3,22.0
2,5.0,28.5,62.2,24.0
1,4.0,22.5,47.9,15.0
1,3.0,21.2,59.0,15.0
3,4.0,17.6,59.8,22.0
3,3.0,10.8,74.2,22.0
2,1.0,14.4,40.1,24.0
4,6.0,31.0,62.8,29.0
2,4.0,20.8,74.4,24.0
2,6.0,31.1,55.7,24.0
3,5.0,27.0,74.3,22.0
3,5.0,28.7,73.5,22.0
2,1.0,14.4,40.1,24.0
1,1.0,13.5,51.5,15.0
3,3.0,20.1,68.5,22.0
2,5.0,23.6,38.5,24.0
3,4.0,24.2,57.2,22.0
2,3.0,14.4,40.3,24.0
1,4.0,17.2,50.6,15.0
3,5.0,27.0,74.3,22.0
2,6.0,31.1,56.3,24.0
2,5.0,23.9,65.1,24.0
3,4.0,25.3,58.0,22.0
3,5.0,27.0,75.3,22.0
2,4.0,21.0,68.7,24.0
3,5.0,24.2,57.2,22.0
4,6.0,29.7,75.7,29.0
1,1.0,20.7,60.7,15.0
1,3.0,19.6,60.4,15.0
4,5.0,30.9,52.3,29.0
1,4.0,18.8,55.5,15.0
3,5.0,26.4,48.0,22.0
4,6.0,31.3,51.1,29.0
3,4.0,28.1,79.9,22.0
4,5.0,29.4,66.1,29.0
2,3.0,16.0,36.9,24.0
3,5.0,29.7,74.8,22.0
3,7.0,34.2,70.1,22.0
1,3.0,17.6,59.8,15.0
2,4.0,27.6,51.0,24.0
2,4.0,22.6,65.0,24.0
3,5.0,26.6,51.9,22.0
1,4.0,18.0,51.0,15.0
2,3.0,21.9,67.2,24.0
1,3.0,17.7,55.9,15.0
3,4.0,22.4,66.5,22.0
3,5.0,28.5,56.6,22.0
1,2.0,11.7,75.7,15.0
2,4.0,19.7,37.2,24.0
1,1.0,19.3,64.9,15.0
3,4.0,26.4,51.7,22.0
3,7.0,45.2,58.1,22.0
2,4.0,24.7,32.9,24.0
2,5.0,27.8,45.6,24.0
2,2.0,14.9,38.4,24.0
3,5.0,25.3,73.4,22.0
2,4.0,24.3,65.2,24.0
2,6.0,29.8,60.4,24.0
4,4.0,28.9,68.8,29.0
2,3.0,21.8,69.0,24.0
3,5.0,28.1,79.9,22.0
3,5.0,29.4,40.3,22.0
3,7.0,45.2,58.1,22.0
2,4.0,27.6,51.0,24.0
2,3.0,24.3,65.2,24.0
1,1.0,20.3,59.7,15.0
4,5.0,28.7,71.3,29.0
1,2.0,17.2,62.8,15.0
3,5.0,27.0,74.2,22.0
2,4.0,27.5,49.6,24.0
2,3.0,23.9,65.1,24.0
2,2.0,13.8,36.7,24.0
3,3.0,22.9,65.1,22.0
3,5.0,28.7,51.3,22.0
2,4.0,28.5,50.2,24.0
1,2.0,17.2,62.8,15.0
1,2.0,19.8,65.2,15.0
2,3.0,20.0,70.5,24.0
2,1.0,14.1,43.0,24.0
2,6.0,29.6,64.4,24.0
2,4.0,20.0,38.0,24.0
1,4.0,19.8,65.2,15.0
4,6.0,29.7,75.7,29.0
4,5.0,28.7,71.3,29.0
2,4.0,21.2,29.4,24.0
2,5.0,24.6,30.2,24.0
3,5.0,28.5,29.2,22.0
2,5.0,28.8,65.6,24.0
1,4.0,20.7,56.7,15.0
3,3.0,19.3,72.5,22.0
2,2.0,14.4,40.3,24.0
1,2.0,15.5,52.3,15.0
1,1.0,13.8,54.7,15.0
3,5.0,26.9,49.1,22.0
2,2.0,20.8,73.5,24.0
2,1.0,14.1,43.0,24.0
4,6.0,30.8,54.1,29.0
1,4.0,20.7,55.5,15.0
3,4.0,19.5,75.9,22.0
3,5.0,26.6,57.3,22.0
2,5.0,27.6,48.5,24.0
2,3.0,24.6,74.6,24.0
3,5.0,29.5,69.7,22.0
3,5.0,29.0,76.1,22.0
2,3.0,19.6,36.4,24.0
3,4.0,20.7,50.9,22.0
2,5.0,28.4,47.5,24.0
1,4.0,17.0,75.7,15.0
2,1.0,20.1,68.6,24.0
2,3.0,20.6,27.8,24.0
3,2.0,19.5,74.5,22.0
2,4.0,27.7,47.9,24.0
3,5.0,28.4,78.8,22.0
2,4.0,26.6,72.6,24.0
1,2.0,18.6,46.3,15.0
1,1.0,0.6,21.1,15.0
2,4.0,27.5,49.6,24.0
3,5.0,27.1,50.1,22.0
3,5.0,26.5,48.4,22.0
1,3.0,18.9,57.9,15.0
1,3.0,19.7,58.9,15.0
2,4.0,25.2,74.5,24.0
3,7.0,45.2,58.1,22.0
2,4.0,24.6,30.2,24.0
4,5.0,27.6,86.6,24.0
4,5.0,29.0,83.4,24.0
4,6.0,31.5,71.8,24.0
4,4.0,27.2,84.7,24.0
4,6.0,31.8,67.0,24.0
4,5.0,30.0,79.3,24.0
4,6.0,32.2,74.2,24.0
4,6.0,31.6,63.0,24.0
4,5.0,30.8,67.7,3.4
4,6.0,31.6,65.3,3.4
4,7.0,34.8,56.8,3.4
4,6.0,31.5,69.0,3.4
4,5.0,29.5,68.2,26.0
4,5.0,30.0,68.7,26.0
4,5.0,30.0,68.7,26.0
4,5.0,29.2,67.2,26.0
4,5.0,30.0,67.3,26.0
4,5.0,30.0,67.3,26.0
4,5.0,30.0,67.3,26.0
4,1.0,17.5,42.2,26.0
4,1.0,17.5,42.2,26.0
4,1.0,18.8,42.3,26.0
4,1.0,18.8,42.3,26.0
4,2.0,20.3,56.8,26.0
4,2.0,20.3,56.8,26.0
4,1.0,19.2,41.9,26.0
4,2.0,19.5,49.4,26.0
4,1.0,19.5,40.7,26.0
4,1.0,19.5,40.7,26.0
4,3.0,21.0,59.4,26.0
4,3.0,22.0,56.3,26.0
4,2.0,20.3,52.5,26.0
4,2.0,20.3,52.5,26.0
4,2.0,21.6,47.9,26.0
4,3.0,22.3,47.5,26.0
4,3.0,22.3,47.5,26.0
4,3.0,23.2,61.8,26.0
4,3.0,23.2,61.8,26.0
4,3.0,23.2,61.8,26.0
4,3.0,23.5,45.0,26.0
4,3.0,22.3,52.2,26.0
4,3.0,22.3,52.2,26.0
4,4.0,26.8,47.4,26.0
4,4.0,26.6,44.4,26.0
4,4.0,25.4,61.7,26.0
4,4.0,27.0,47.4,26.0
4,4.0,25.3,56.1,26.0
4,4.0,25.3,56.1,26.0
4,4.0,25.1,47.4,26.0
4,4.0,25.8,45.3,26.0
4,4.0,25.8,45.3,26.0
4,4.0,26.7,45.3,26.0
4,4.0,26.7,45.3,26.0
4,4.0,26.8,41.6,26.0
4,5.0,27.4,67.2,26.0
4,5.0,27.4,67.2,26.0
4,5.0,27.5,67.3,26.0
4,5.0,27.5,67.3,26.0
4,5.0,27.1,65.7,26.0
4,5.0,27.1,65.7,26.0
4,5.0,27.4,44.9,26.0
4,5.0,27.4,44.9,26.0
4,5.0,27.8,66.5,26.0
4,5.0,27.8,66.5,26.0
4,5.0,28.5,42.2,26.0
4,5.0,28.5,42.2,26.0
4,5.0,28.5,48.1,26.0
4,5.0,28.4,45.1,26.0
4,5.0,28.4,45.1,26.0
4,4.0,24.5,42.3,26.0
4,5.0,29.6,40.0,26.0
4,6.0,30.5,66.9,26.0
4,6.0,30.5,66.9,26.0
1,4.0,26.9,50.2,-2.0
4,5.0,29.6,39.3,26.0
4,4.0,26.8,40.5,26.0
4,4.0,27.4,43.1,26.0
4,4.0,25.6,41.2,26.0
4,3.0,24.6,48.4,26.0
4,4.0,25.5,48.7,26.0
4,4.0,26.1,58.2,26.0
1,4.0,25.6,58.7,-2.0
1,4.0,25.6,58.7,-2.0
1,3.0,18.8,36.0,-2.0
1,3.0,19.0,36.8,-2.0
1,4.0,19.4,27.5,-2.0
1,4.0,23.5,38.4,-2.0
1,4.0,23.8,30.9,-2.0
1,4.0,25.5,47.1,-2.0
1,5.0,26.6,32.3,-2.0
1,5.0,26.6,32.3,-2.0
1,5.0,26.6,32.3,-2.0
1,5.0,27.7,38.7,-2.0
1,5.0,27.7,38.7,-2.0
1,3.0,18.4,26.2,-2.0
1,3.0,18.2,22.1,-2.0
1,3.0,17.8,36.6,-2.0
1,3.0,17.4,36.3,-2.0
1,3.0,17.7,36.2,-2.0
1,3.0,17.8,36.1,-2.0
1,3.0,20.9,33.7,-2.0
1,3.0,21.2,35.7,-2.0
1,4.0,23.3,30.7,-2.0
1,4.0,23.7,31.8,-2.0
1,4.0,23.8,33.7,-2.0
1,4.0,23.4,34.6,-2.0
1,4.0,24.3,31.2,-2.0
1,4.0,24.6,38.1,-2.0
1,4.0,23.8,35.7,-2.0
1,4.0,23.8,36.9,-2.0
1,3.0,19.1,28.7,-2.0
1,3.0,15.8,28.3,-2.0
1,3.0,15.8,28.3,-2.0
1,3.0,16.3,24.6,-2.0
1,2.0,10.7,26.7,-2.0
4,3.0,23.9,30.0,26.0
4,2.0,22.2,37.0,26.0
4,4.0,25.1,32.4,26.0
4,4.0,25.1,31.5,26.0
4,3.0,23.3,34.1,26.0
4,1.0,21.3,25.6,26.0
4,3.0,21.5,24.5,26.0
4,3.0,21.3,24.7,26.0
4,2.0,23.2,27.0,26.0
4,4.0,23.3,28.0,26.0
4,3.0,23.3,30.4,26.0
4,4.0,23.4,30.6,26.0
4,3.0,23.6,39.2,26.0
4,4.0,24.0,37.8,26.0
4,3.0,23.1,39.1,26.0
4,3.0,24.4,37.8,26.0
4,4.0,24.4,37.8,26.0
4,3.0,24.0,38.7,26.0
4,4.0,27.3,25.5,26.0
4,4.0,27.3,25.5,26.0
4,4.0,28.5,25.4,26.0
4,4.0,28.5,25.4,26.0
4,4.0,28.8,23.5,26.0
4,4.0,28.8,23.2,26.0
4,4.0,24.0,24.6,26.0
4,4.0,24.1,24.0,26.0
4,4.0,24.2,33.0,26.0
4,4.0,24.2,33.0,26.0
4,4.0,24.2,33.0,26.0
4,4.0,24.2,33.0,26.0
4,4.0,24.2,33.0,26.0
4,4.0,23.8,37.0,26.0
4,4.0,23.6,37.0,26.0
4,4.0,23.8,37.0,26.0
4,4.0,23.6,37.0,26.0
4,4.0,22.4,35.0,26.0
4,4.0,24.8,42.6,26.0
4,4.0,24.8,42.6,26.0
4,3.0,23.9,43.0,26.0
4,4.0,26.2,41.9,26.0
4,4.0,25.7,40.8,26.0
4,4.0,25.7,40.8,26.0
4,4.0,25.8,40.9,26.0
4,4.0,25.8,40.9,26.0
4,4.0,25.8,40.9,26.0
4,4.0,25.4,41.6,26.0
4,4.0,25.4,41.6,26.0
4,4.0,25.4,41.6,26.0
4,4.0,25.4,41.5,26.0
4,4.0,25.4,41.5,26.0
4,4.0,23.3,40.3,26.0
4,4.0,23.5,41.0,26.0
4,4.0,23.5,41.0,26.0
4,3.0,20.1,63.8,26.0
4,3.0,20.6,31.8,26.0
4,3.0,21.8,34.5,26.0
4,3.0,22.9,26.2,26.0
4,3.0,24.6,42.5,26.0
4,4.0,25.3,40.0,26.0
4,4.0,25.1,42.5,26.0
4,4.0,25.2,42.7,26.0
4,4.0,25.9,39.6,26.0
4,4.0,26.1,41.7,26.0
4,4.0,26.2,41.1,26.0
4,4.0,26.2,41.1,26.0
4,4.0,26.6,40.3,26.0
4,5.0,31.2,26.5,26.0
4,5.0,31.2,26.5,26.0
4,5.0,30.2,30.4,26.0
4,5.0,30.2,30.4,26.0
4,5.0,30.2,30.7,26.0
4,5.0,30.3,28.9,26.0
4,5.0,31.1,27.1,26.0
4,4.0,22.8,43.8,25.9
4,4.0,23.6,42.5,25.9
4,4.0,23.7,41.8,25.9
4,4.0,23.1,41.6,25.9
4,4.0,24.5,41.0,25.9
4,4.0,22.8,44.1,25.9
4,5.0,25.6,41.3,25.9
4,3.0,23.3,61.3,25.9
4,4.0,23.6,59.9,25.9
4,4.0,24.1,40.4,25.9
4,4.0,21.2,57.1,25.9
4,4.0,22.5,50.8,25.9
4,4.0,22.8,48.4,25.9
4,4.0,24.3,47.8,25.9
4,4.0,22.0,49.7,25.9
4,4.0,23.7,58.7,25.9
4,4.0,23.8,59.1,25.9
4,4.0,23.7,43.9,25.9
4,4.0,23.0,46.2,25.9
4,4.0,24.1,43.2,25.9
4,4.0,22.6,51.6,25.9
4,4.0,23.0,51.1,25.9
4,4.0,21.9,52.1,25.9
4,4.0,22.6,46.6,25.9
4,4.0,22.4,51.1,25.9
4,4.0,23.7,45.0,25.9
4,4.0,24.4,42.9,25.9
4,4.0,24.7,39.8,25.9
1,4.0,22.4,55.3,13.0
1,3.0,23.5,49.8,13.0
1,4.0,25.6,45.2,13.0
1,3.0,23.2,44.0,13.0
1,4.0,24.6,36.7,13.0
1,5.0,25.3,39.4,13.0
1,4.0,23.8,55.6,13.0
1,4.0,19.5,71.5,13.0
1,4.0,24.1,50.5,13.0
1,4.0,22.6,62.1,13.0
1,3.0,20.1,32.0,13.0
1,3.0,19.9,42.0,13.0
1,2.0,17.4,62.2,13.0
1,5.0,24.4,44.9,13.0
1,4.0,20.2,70.3,13.0
1,4.0,21.7,59.3,13.0
1,3.0,20.3,52.6,13.0
1,4.0,21.2,52.4,13.0
1,3.0,19.9,42.6,13.0
1,4.0,22.1,37.7,13.0
1,3.0,23.0,36.4,13.0
1,4.0,21.5,51.3,13.0
1,4.0,21.0,54.5,13.0
1,4.0,21.1,38.5,13.0
1,4.0,21.4,40.1,13.0
1,3.0,21.5,37.6,13.0
1,5.0,25.4,25.8,13.0
1,3.0,21.8,34.4,13.0
1,5.0,25.2,38.7,13.0
1,3.0,19.7,46.6,13.0
1,4.0,23.8,34.8,13.0
1,3.0,19.4,43.2,13.0
1,4.0,22.3,38.0,13.0
1,4.0,20.9,38.7,13.0
1,4.0,19.7,42.2,13.0
1,3.0,21.5,38.8,13.0
1,4.0,22.1,45.8,13.0
1,3.0,20.6,44.4,13.0
1,3.0,23.1,39.3,13.0
1,2.0,20.2,42.0,13.0
1,4.0,23.6,37.1,13.0
1,4.0,25.4,24.4,13.0
1,2.0,20.8,32.8,13.0
1,3.0,22.5,32.4,13.0
1,4.0,22.0,26.7,13.0
1,4.0,24.0,37.1,13.0
1,3.0,23.2,40.1,13.0
1,4.0,22.0,45.0,13.0
1,3.0,19.9,52.8,13.0
1,4.0,21.7,48.9,13.0
1,3.0,21.4,49.7,13.0
1,3.0,22.4,46.4,13.0
1,3.0,21.6,51.7,13.0
4,4.0,25.0,22.5,22.0
4,3.0,24.7,23.3,22.0
4,4.0,23.9,25.0,22.0
4,3.0,20.9,56.8,22.0
4,3.0,21.7,36.4,22.0
4,2.0,21.9,32.0,22.0
4,4.0,23.7,51.8,22.0
1,3.0,22.8,50.0,13.0
1,4.0,23.5,50.3,13.0
4,3.0,22.8,60.8,22.0
4,3.0,23.1,59.5,22.0
4,3.0,23.5,56.3,22.0
4,4.0,23.2,58.6,22.0
4,4.0,24.8,60.7,22.0
4,5.0,24.9,67.2,22.0
4,4.0,24.5,70.1,22.0
4,4.0,24.8,61.0,22.0
4,4.0,24.4,58.7,22.0
4,4.0,25.1,57.1,22.0
4,4.0,22.9,56.5,22.0
4,4.0,23.4,53.2,22.0
4,4.0,24.4,54.9,22.0
4,4.0,24.7,62.8,22.0
4,4.0,24.2,62.5,22.0
4,3.0,24.4,58.8,22.0
4,4.0,25.0,61.8,22.0
4,4.0,24.1,53.6,22.0
4,4.0,23.7,57.6,22.0
4,4.0,22.9,58.4,22.0
4,4.0,24.1,54.9,22.0
4,4.0,23.4,38.9,22.0
4,3.0,22.2,39.4,22.0
4,3.0,23.4,38.6,22.0
4,3.0,23.2,45.2,22.0
4,3.0,23.0,48.8,22.0
4,5.0,24.2,67.2,22.0
4,4.0,24.7,62.2,22.0
4,4.0,25.3,59.7,22.0
4,4.0,24.0,58.7,22.0
4,4.0,24.1,57.2,22.0
4,4.0,24.6,55.4,22.0
4,4.0,25.1,60.5,22.0
4,4.0,24.9,62.1,22.0
4,4.0,24.9,58.7,22.0
4,5.0,24.0,58.4,22.0
4,4.0,24.4,58.6,22.0
4,4.0,24.9,65.9,22.0
4,4.0,24.9,65.5,22.0
4,4.0,25.2,65.3,22.0
4,4.0,24.9,61.8,22.0
4,4.0,25.0,73.1,22.0
4,4.0,25.0,73.1,22.0
4,3.0,24.1,76.0,22.0
4,4.0,25.3,71.5,22.0
4,4.0,24.4,70.1,22.0
4,4.0,24.1,73.6,22.0
4,4.0,25.2,72.7,22.0
4,4.0,24.2,62.8,22.0
4,4.0,24.2,62.6,22.0
4,4.0,25.5,56.0,22.0
4,4.0,23.5,59.5,22.0
4,3.0,23.5,56.5,22.0
4,4.0,24.8,55.5,22.0
4,4.0,24.6,56.6,22.0
4,4.0,24.5,59.9,22.0
4,3.0,21.1,53.6,22.0
4,4.0,24.7,48.9,22.0
4,4.0,22.2,51.1,22.0
4,3.0,22.8,49.3,22.0
4,4.0,22.9,63.9,22.0
4,4.0,24.3,59.5,22.0
4,3.0,23.6,64.1,22.0
4,4.0,24.8,69.5,22.0
4,4.0,25.2,67.4,22.0
4,4.0,25.0,50.9,22.0
4,4.0,24.5,52.5,22.0
4,3.0,20.9,62.8,22.0
4,3.0,23.7,54.3,22.0
4,4.0,24.4,53.1,22.0
4,3.0,21.9,59.2,22.0
4,4.0,23.4,62.1,22.0
4,4.0,24.6,57.7,22.0
4,4.0,24.6,55.5,22.0
1,3.0,17.0,50.5,12.0
1,3.0,16.0,55.0,12.0
1,3.0,17.4,41.5,12.0
1,4.0,21.2,56.0,12.0
4,3.0,26.3,62.0,28.0
4,3.0,24.7,60.0,28.0
4,4.0,24.3,55.5,28.0
4,3.0,23.1,45.6,28.0
4,4.0,24.0,62.0,28.0
4,4.0,24.9,57.0,28.0
4,3.0,25.8,61.5,28.0
4,4.0,25.6,60.0,28.0
4,5.0,26.7,60.0,28.0
4,4.0,25.7,63.0,28.0
4,5.0,26.4,55.0,28.0
4,3.0,26.4,65.0,28.0
4,4.0,28.3,59.0,28.0
4,6.0,31.0,54.0,28.0
4,6.0,31.0,64.0,28.0
4,6.0,30.9,64.0,28.0
4,6.0,30.8,66.0,28.0
4,6.0,30.8,67.0,28.0
4,6.0,30.8,67.6,28.0
1,3.0,15.5,63.0,13.0
1,3.0,15.2,60.0,13.0
1,1.0,18.0,53.0,13.0
1,1.0,16.3,48.0,13.0
1,1.0,15.4,57.0,13.0
1,1.0,17.3,54.0,13.0
1,1.0,16.0,54.0,13.0
1,2.0,15.4,60.0,13.0
1,1.0,17.3,53.0,13.0
1,1.0,16.4,54.0,13.0
1,3.0,19.9,45.0,13.0
1,3.0,19.7,45.5,13.0
1,1.0,20.2,59.0,13.0
1,4.0,20.0,43.0,13.0
4,3.0,24.0,43.0,27.0
4,4.0,24.6,47.0,27.0
4,3.0,23.5,45.0,27.0
4,4.0,25.5,48.0,27.0
4,4.0,23.9,51.0,27.0
4,4.0,23.5,50.0,27.0
4,3.0,24.0,53.0,27.0
4,4.0,26.4,45.5,27.0
4,3.0,25.0,42.5,27.0
4,7.0,34.8,31.0,27.0
4,7.0,34.9,30.0,27.0
4,7.0,35.5,29.0,27.0
4,7.0,35.3,28.0,27.0
4,4.0,28.3,55.0,27.0
4,6.0,32.2,38.0,27.0
4,7.0,34.4,32.0,27.0
4,6.0,31.2,31.5,27.0
4,6.0,32.1,38.0,27.0
4,7.0,35.0,31.5,27.0
4,5.0,30.4,40.0,27.0
4,5.0,30.2,41.0,27.0
4,5.0,31.3,35.0,27.0
4,5.0,28.5,49.0,27.0
4,5.0,29.4,42.0,27.0
4,5.0,29.1,48.0,27.0
4,3.0,22.3,53.0,27.0
1,4.0,20.7,59.0,13.0
1,1.0,19.7,58.0,13.0
1,3.0,22.9,55.0,13.0
1,3.0,19.8,57.0,13.0
1,1.0,18.2,53.0,13.0
1,1.0,18.4,55.0,13.0
1,3.0,19.6,49.0,13.0
1,1.0,16.6,53.5,13.0
4,3.0,18.7,65.0,27.0
4,2.0,21.1,71.0,27.0
4,2.0,19.0,65.0,27.0
4,3.0,23.5,70.0,27.0
4,2.0,19.3,79.0,27.0
4,5.0,29.0,51.0,27.0
4,4.0,24.9,55.0,27.0
4,5.0,28.5,40.0,27.0
4,4.0,25.5,56.0,27.0
4,5.0,28.9,40.0,27.0
4,4.0,25.5,63.0,27.0
4,5.0,28.9,46.0,27.0
4,7.0,35.0,40.0,27.0
4,5.0,28.0,45.0,27.0
4,7.0,34.5,41.0,27.0
4,7.0,35.0,40.0,27.0
4,7.0,39.2,40.0,27.0
4,7.0,35.5,44.0,27.0
4,7.0,37.2,42.0,27.0
4,7.0,35.1,42.0,27.0
4,7.0,37.0,43.0,27.0
4,7.0,38.5,40.0,27.0
4,7.0,38.0,45.0,27.0
4,7.0,39.0,43.0,27.0
4,7.0,38.0,46.0,27.0
4,7.0,38.5,42.0,27.0
4,7.0,38.2,43.0,27.0
4,7.0,38.0,44.0,27.0
4,7.0,37.5,45.0,27.0
4,7.0,38.1,44.0,27.0
4,7.0,38.5,44.0,27.0
4,7.0,38.7,43.0,27.0
4,6.0,31.0,55.0,27.0
4,1.0,17.0,70.0,27.0
4,4.0,24.5,50.0,27.0
4,3.0,21.5,56.0,27.0
4,2.0,18.3,68.0,27.0
4,3.0,18.5,70.0,27.0
1,2.0,18.2,65.0,13.0
1,3.0,18.3,66.0,13.0
1,2.0,17.8,67.0,13.0
1,1.0,15.3,70.0,13.0
1,1.0,16.0,70.0,13.0
1,4.0,17.2,65.0,13.0
1,3.0,17.7,57.0,13.0
1,3.0,17.5,58.0,13.0
1,1.0,16.1,72.0,13.0
1,3.0,16.0,70.0,13.0
1,1.0,16.8,70.0,13.0
1,2.0,17.0,50.0,13.0
1,1.0,17.9,76.0,13.0
1,2.0,17.7,69.0,13.0
4,3.0,24.7,68.0,27.0
4,4.0,25.1,60.0,27.0
4,4.0,26.1,54.0,27.0
4,6.0,31.0,40.0,27.0
4,5.0,30.1,44.0,27.0
4,7.0,26.5,58.0,27.0
4,5.0,30.5,54.0,27.0
4,5.0,30.5,54.0,27.0
4,4.0,28.5,60.0,27.0
4,4.0,26.0,60.5,27.0
4,5.0,30.1,56.0,27.0
4,5.0,27.2,51.5,27.0
4,5.0,29.0,60.0,27.0
4,4.0,26.8,63.0,27.0
4,4.0,26.1,72.0,27.0
4,5.0,28.0,61.0,27.0
1,3.0,23.2,58.0,13.0
1,3.0,22.7,68.0,13.0
1,1.0,16.3,59.0,13.0
1,3.0,18.6,65.0,13.0
1,1.0,16.6,68.0,13.0
1,1.0,15.7,63.0,13.0
1,4.0,20.4,55.0,13.0
1,3.0,16.1,57.0,13.0
1,3.0,19.6,54.0,13.0
1,2.0,18.5,54.0,13.0
1,3.0,18.6,53.0,13.0
1,3.0,16.0,52.0,13.0
1,3.0,19.4,55.0,13.0
4,1.0,19.5,60.0,27.0
4,1.0,19.3,62.0,27.0
4,2.0,18.9,66.0,27.0
4,3.0,24.0,50.0,27.0
4,4.0,26.7,59.0,27.0
4,4.0,26.7,59.0,27.0
4,5.0,27.8,52.0,27.0
4,4.0,25.9,58.0,27.0
4,4.0,26.5,55.0,27.0
4,5.0,29.2,56.0,27.0
4,5.0,29.7,53.0,27.0
4,4.0,28.0,50.0,27.0
4,4.0,27.1,57.0,27.0
4,5.0,27.2,55.0,27.0
4,4.0,25.3,58.0,27.0
4,3.0,21.0,57.0,27.0
1,5.0,23.2,35.7,4.0
1,5.0,22.9,37.3,4.0
1,5.0,22.3,39.6,4.0
1,3.0,21.3,36.1,4.0
1,3.0,21.5,38.3,4.0
1,4.0,25.1,39.3,4.0
1,4.0,24.6,42.2,4.0
1,4.0,25.6,38.9,4.0
1,4.0,24.7,38.0,4.0
1,4.0,25.2,36.7,4.0
1,4.0,24.9,39.4,4.0
1,4.0,23.8,46.4,4.0
1,3.0,18.4,42.5,4.0
1,3.0,18.9,45.1,4.0
1,3.0,18.5,53.5,4.0
1,4.0,21.4,43.5,4.0
1,3.0,18.7,52.4,4.0
1,3.0,18.5,52.8,4.0
1,4.0,21.1,48.9,4.0
1,4.0,21.3,53.0,4.0
1,4.0,22.8,54.8,4.0
1,4.0,23.1,44.8,4.0
1,3.0,19.7,52.1,4.0
1,4.0,22.2,53.4,4.0
1,4.0,22.7,54.5,4.0
1,4.0,22.8,54.8,4.0
1,4.0,21.8,47.7,4.0
1,4.0,19.4,47.6,4.0
1,3.0,19.7,52.1,4.0
1,4.0,23.1,44.8,4.0
1,3.0,19.0,40.9,4.0
1,4.0,19.9,44.3,4.0
1,3.0,19.3,42.0,4.0
1,3.0,19.4,44.3,4.0
1,3.0,18.3,41.5,4.0
1,4.0,18.0,42.0,4.0
4,5.0,27.6,50.0,4.0
4,4.0,25.6,41.4,4.0
4,4.0,25.3,40.9,4.0
4,4.0,25.6,41.4,4.0
4,4.0,26.5,44.9,4.0
4,4.0,25.3,38.5,4.0
4,4.0,25.1,40.9,4.0
4,4.0,26.6,37.1,4.0
4,4.0,25.2,41.0,4.0
4,4.0,25.3,47.6,4.0
4,4.0,25.2,41.0,4.0
4,4.0,24.6,47.0,4.0
4,4.0,25.1,41.7,4.0
4,4.0,24.3,38.2,4.0
4,5.0,27.9,47.7,4.0
4,4.0,25.6,42.0,4.0
4,4.0,24.9,42.4,4.0
4,5.0,27.1,48.3,4.0
4,5.0,29.6,42.2,4.0
4,5.0,27.3,45.3,4.0
4,5.0,27.5,44.0,4.0
4,5.0,28.1,40.0,4.0
4,5.0,27.4,53.1,4.0
4,5.0,24.1,52.3,4.0
4,5.0,24.8,54.4,4.0
4,5.0,28.0,54.0,4.0
4,4.0,23.9,65.7,4.0
1,3.0,20.5,47.4,4.0
1,3.0,20.3,33.3,4.0
1,3.0,20.5,47.4,4.0
1,4.0,21.0,47.7,4.0
1,4.0,21.3,33.4,4.0
1,4.0,20.8,47.8,4.0
1,4.0,21.1,39.2,4.0
1,4.0,21.2,30.8,4.0
1,4.0,22.5,28.2,4.0
1,4.0,20.5,43.8,4.0
1,4.0,21.6,39.7,4.0
1,4.0,21.8,28.4,4.0
1,4.0,21.2,30.8,4.0
1,3.0,21.3,45.0,4.0
1,3.0,20.5,43.8,4.0
1,3.0,22.0,30.1,4.0
