Season,Thermal preference,Thermal comfort,Air temperature,Relative humidity,Outdoor air temperature
3,-1,4.0,28.7,33.3,34.4
3,-1,5.0,25.8,36.3,34.4
3,-1,4.0,26.0,36.1,34.4
3,-1,5.0,25.6,36.4,34.4
3,-1,4.0,28.0,34.2,34.4
3,0,5.0,27.2,34.8,34.7
3,-1,5.0,27.2,34.3,37.7
3,-1,5.0,26.9,34.0,36.2
3,0,5.0,24.4,33.9,36.2
3,-1,4.0,27.4,32.5,36.4
3,0,5.0,27.3,32.6,36.1
3,-1,4.0,27.6,33.2,36.1
3,-1,4.0,27.3,32.9,36.7
3,0,5.0,26.4,34.7,36.6
3,-1,4.0,27.2,30.4,36.6
3,-1,5.0,26.2,30.7,36.7
3,0,5.0,27.3,31.6,36.7
3,-1,4.0,26.8,31.2,36.8
3,0,5.0,27.0,30.3,36.7
3,-1,5.0,30.6,47.7,37.0
3,-1,5.0,30.4,46.0,37.1
3,0,5.0,28.6,47.8,37.4
3,-1,5.0,31.4,45.0,37.4
3,-1,5.0,31.5,44.4,37.7
3,-1,5.0,30.9,45.0,37.7
3,-1,5.0,29.5,46.1,38.2
3,-1,5.0,29.0,46.4,38.2
3,-1,5.0,26.7,49.3,38.7
3,-1,4.0,29.0,45.9,38.7
3,-1,5.0,29.4,46.9,39.2
3,0,5.0,29.4,46.1,39.4
3,-1,5.0,29.3,44.9,39.4
3,-1,5.0,25.5,36.8,39.6
3,-1,5.0,26.5,37.2,39.6
3,1,5.0,26.5,37.8,39.6
3,0,6.0,24.5,40.2,40.0
3,0,5.0,23.2,44.8,40.2
3,1,4.0,22.5,46.1,40.2
3,1,5.0,23.5,45.4,40.2
3,1,4.0,24.6,43.2,40.2
3,0,5.0,26.5,43.3,40.2
3,-1,4.0,24.1,43.1,40.6
3,0,5.0,26.0,42.8,39.9
3,0,5.0,25.1,42.3,39.9
3,0,5.0,24.6,42.6,40.6
3,-1,4.0,23.8,41.9,40.6
3,0,5.0,22.7,46.2,40.6
3,1,4.0,22.1,45.1,40.6
3,0,5.0,22.5,35.7,40.6
3,-1,4.0,22.8,36.7,40.4
3,0,5.0,23.4,36.7,40.2
3,0,5.0,21.4,37.9,40.2
3,0,5.0,22.4,37.7,40.2
3,0,5.0,21.3,36.9,40.6
3,0,5.0,22.2,41.3,40.6
3,0,5.0,23.0,38.2,40.0
3,0,4.0,22.0,45.5,38.4
3,0,5.0,29.4,41.3,39.9
3,0,4.0,24.5,42.7,40.0
3,0,5.0,25.2,42.5,40.6
3,-1,4.0,25.3,43.4,40.6
3,-1,5.0,30.4,35.1,41.1
3,-1,4.0,26.2,44.2,41.1
3,-1,5.0,27.7,43.1,41.1
3,0,5.0,20.8,32.8,40.8
3,1,6.0,20.7,33.1,40.8
3,0,5.0,24.6,41.8,40.9
3,0,5.0,23.5,39.2,40.9
3,0,6.0,21.5,39.3,40.6
3,1,5.0,21.0,41.8,41.3
3,0,5.0,21.0,41.8,41.3
3,0,5.0,25.2,33.7,41.2
3,0,5.0,22.2,36.5,41.2
3,1,4.0,22.8,41.1,40.9
3,-1,4.0,26.6,43.1,40.9
3,0,5.0,24.8,42.9,41.5
3,1,4.0,25.0,42.4,41.9
3,-1,5.0,26.4,41.2,41.9
3,0,5.0,24.9,42.0,41.7
3,-1,5.0,26.9,45.3,38.7
3,-1,5.0,20.9,49.3,38.7
3,1,5.0,22.6,59.8,38.6
3,-1,5.0,21.6,55.8,38.6
3,0,5.0,26.8,48.6,38.4
3,0,4.0,27.0,45.8,38.4
3,0,5.0,27.1,46.4,38.2
3,-1,4.0,28.2,45.6,38.2
3,-1,4.0,27.1,44.5,37.9
3,-1,4.0,27.7,45.4,37.9
3,-1,4.0,28.5,44.6,37.9
3,-1,4.0,28.2,44.5,37.4
3,0,4.0,27.5,45.6,37.4
3,-1,4.0,27.3,46.1,37.5
3,0,5.0,27.7,45.6,37.5
3,-1,4.0,27.4,45.4,37.3
3,-1,4.0,27.2,45.5,37.3
3,0,5.0,26.1,46.4,37.3
3,0,5.0,27.2,45.0,37.3
3,0,5.0,24.3,47.8,37.1
3,-1,5.0,24.9,47.6,37.1
3,-1,4.0,26.6,46.4,37.1
3,0,5.0,25.6,46.1,36.1
3,1,4.0,22.0,31.4,39.1
3,-1,4.0,24.7,37.4,39.1
3,0,5.0,24.1,39.0,39.7
3,0,5.0,24.1,39.0,39.7
3,-1,5.0,23.1,39.7,39.7
3,0,4.0,24.4,42.7,39.9
3,1,6.0,23.4,40.5,40.4
3,1,2.0,22.7,41.4,40.4
3,0,4.0,22.5,41.4,40.4
3,1,4.0,22.8,39.8,40.0
3,0,5.0,23.8,39.7,40.0
3,1,5.0,22.8,41.3,40.2
3,0,5.0,22.1,42.4,40.2
3,0,6.0,23.1,40.8,40.2
3,0,5.0,24.4,38.2,40.2
3,0,5.0,24.0,38.7,40.9
3,0,5.0,24.4,37.6,40.8
3,-1,4.0,23.4,38.7,41.1
3,0,6.0,24.3,34.3,40.8
3,1,5.0,24.0,35.8,40.8
3,1,5.0,23.8,36.6,41.0
3,1,5.0,24.4,35.8,41.0
3,0,5.0,27.6,27.1,41.0
3,-1,5.0,27.3,28.5,40.9
3,0,5.0,27.3,28.5,40.9
3,0,4.0,26.0,28.7,40.9
3,0,5.0,27.2,28.5,41.1
3,-1,5.0,27.6,27.7,41.1
3,0,4.0,28.6,30.0,41.1
3,0,6.0,22.5,26.9,40.9
3,-1,4.0,25.9,26.6,40.7
3,0,5.0,23.0,27.7,40.7
3,0,5.0,23.9,27.5,40.7
3,0,5.0,24.6,27.1,40.9
3,0,5.0,23.6,27.0,40.9
3,1,4.0,21.4,32.7,40.9
3,0,4.0,23.4,39.5,40.8
3,0,4.0,26.9,42.2,36.5
3,-1,4.0,27.2,41.5,36.5
3,-1,4.0,27.4,41.8,36.2
3,-1,4.0,26.1,42.0,36.2
3,0,5.0,26.7,41.6,35.2
3,0,4.0,26.7,41.8,35.2
3,0,5.0,25.1,42.9,35.2
3,0,5.0,25.9,40.6,35.9
3,0,5.0,25.3,42.1,35.9
3,0,5.0,25.4,41.1,35.8
3,-1,4.0,25.5,40.5,35.8
3,-1,5.0,25.2,41.4,35.6
3,-1,4.0,23.0,44.0,35.6
3,-1,4.0,26.9,31.5,35.2
3,0,5.0,26.6,31.3,35.2
3,-1,4.0,25.8,33.0,35.2
3,-1,4.0,24.4,32.8,35.0
3,0,5.0,26.2,31.5,35.0
3,0,5.0,26.2,31.3,35.0
3,-1,4.0,21.5,41.1,35.0
3,1,4.0,26.1,29.3,35.0
3,-1,4.0,24.7,30.6,35.0
3,-1,5.0,26.0,37.2,39.6
3,-1,5.0,28.0,35.2,39.6
3,0,5.0,26.4,36.4,40.2
3,1,5.0,27.3,34.6,40.2
3,-1,5.0,26.8,36.0,40.2
3,0,5.0,27.1,35.0,40.3
3,-1,5.0,27.5,34.8,40.3
3,0,4.0,28.3,34.3,40.3
3,0,5.0,27.1,35.2,40.3
3,0,6.0,27.1,35.2,40.3
3,1,5.0,25.8,31.9,40.3
3,-1,4.0,25.9,33.3,40.5
3,-1,5.0,25.9,32.7,40.5
3,1,5.0,23.4,36.3,40.5
3,0,5.0,24.6,26.6,40.5
3,1,5.0,24.8,27.5,40.5
3,0,5.0,24.5,27.5,41.3
3,0,5.0,23.1,28.6,41.3
3,0,5.0,23.0,30.6,41.2
3,1,5.0,22.8,30.8,41.2
3,0,5.0,22.2,31.0,41.2
3,1,5.0,21.1,32.7,41.2
3,-1,5.0,25.7,35.0,41.2
3,0,5.0,25.0,36.2,41.2
3,0,5.0,25.2,37.7,41.2
3,0,5.0,21.1,38.9,41.2
3,1,5.0,25.3,35.3,41.4
1,1,4.0,16.8,45.4,19.7
1,1,2.0,18.2,42.7,20.5
1,1,4.0,19.3,41.2,21.3
1,1,5.0,20.7,32.2,22.6
1,1,4.0,20.7,31.5,22.9
1,0,5.0,20.8,33.5,22.9
1,1,4.0,18.5,33.0,19.5
1,1,4.0,19.1,34.1,19.4
1,0,5.0,18.8,34.3,19.4
1,1,4.0,18.4,33.2,19.4
1,-1,2.0,18.6,35.6,19.4
1,1,4.0,16.8,48.5,16.6
1,1,4.0,17.1,42.8,18.3
1,1,4.0,18.5,33.1,19.4
1,1,2.0,18.8,33.8,19.2
1,1,4.0,18.4,32.7,19.2
1,1,2.0,19.2,31.8,19.2
1,1,4.0,18.0,38.3,19.1
1,1,2.0,18.1,36.8,18.9
1,-1,2.0,14.1,36.2,15.4
1,1,2.0,14.1,36.5,15.6
1,1,2.0,14.9,34.4,16.0
1,1,2.0,14.9,33.8,16.0
1,1,2.0,19.1,27.7,20.4
1,1,4.0,18.6,26.0,20.3
1,1,4.0,19.2,27.2,20.4
1,1,5.0,19.2,27.2,20.2
1,0,5.0,18.6,25.7,20.4
1,1,1.0,17.0,34.2,21.6
1,1,4.0,16.9,34.5,20.2
1,1,2.0,17.0,34.2,20.3
1,1,2.0,17.0,34.8,20.2
1,1,4.0,16.5,34.6,20.2
1,0,5.0,20.2,27.5,22.3
1,1,2.0,20.3,28.6,21.9
1,1,4.0,20.2,27.8,22.3
1,0,5.0,22.0,41.8,24.5
1,1,2.0,22.2,43.4,24.5
1,0,4.0,21.8,41.3,24.5
1,1,2.0,19.9,51.4,18.7
1,1,4.0,19.3,51.7,19.1
1,1,5.0,19.4,51.6,18.7
1,1,5.0,19.6,52.0,19.1
3,0,5.0,23.1,38.5,36.4
3,0,5.0,23.7,33.1,33.5
3,0,5.0,23.8,36.6,39.3
3,0,6.0,23.1,38.5,39.4
3,-1,5.0,24.8,35.0,37.9
3,1,5.0,24.4,37.2,38.6
3,1,5.0,24.1,36.2,39.7
3,1,2.0,24.0,35.8,38.6
3,0,5.0,23.4,36.1,39.4
3,-1,5.0,24.3,35.6,38.6
3,0,5.0,24.4,36.6,38.6
3,1,4.0,23.7,39.3,39.4
3,0,6.0,23.9,34.7,38.0
3,-1,5.0,24.2,33.4,37.9
3,-1,4.0,23.9,34.7,38.0
3,1,4.0,25.9,54.3,40.3
3,0,6.0,24.8,50.8,40.4
3,-1,4.0,24.5,51.7,41.2
4,0,5.0,23.5,41.9,43.6
4,-1,2.0,23.4,38.4,43.1
4,0,5.0,22.5,57.1,43.0
4,-1,4.0,24.5,49.1,43.6
4,0,5.0,22.8,52.7,43.6
4,0,5.0,23.1,53.0,35.2
4,0,5.0,24.7,49.7,35.8
4,0,5.0,26.4,49.5,40.9
4,-1,4.0,25.7,56.2,40.7
4,0,5.0,23.9,54.0,32.2
4,0,5.0,23.8,57.2,32.3
4,0,5.0,24.7,64.6,35.1
4,0,5.0,28.2,61.2,35.1
4,-1,6.0,34.6,57.9,34.4
4,0,5.0,25.4,66.2,34.5
4,0,5.0,31.5,67.4,30.4
4,-1,5.0,35.6,53.6,36.5
4,0,5.0,27.5,49.8,35.7
4,0,5.0,31.6,65.5,29.2
4,-1,5.0,32.8,64.7,29.3
4,-1,5.0,31.8,63.9,30.9
4,0,5.0,31.9,66.9,30.7
4,-1,6.0,32.1,67.5,31.1
4,-1,5.0,32.0,67.2,31.4
4,-1,5.0,32.7,63.7,31.4
4,-1,5.0,31.9,67.0,31.5
4,-1,5.0,31.9,63.0,32.4
4,-1,5.0,32.2,64.9,33.1
4,0,5.0,30.3,75.7,33.1
4,-1,5.0,30.1,74.8,32.8
4,-1,5.0,31.7,77.0,34.3
4,1,5.0,32.8,68.7,34.5
4,-1,5.0,29.2,71.2,34.9
4,0,5.0,29.9,72.4,35.2
4,-1,5.0,31.5,70.2,33.7
4,-1,5.0,30.1,74.7,34.3
4,-1,5.0,31.9,66.5,34.5
4,-1,5.0,29.9,78.7,34.4
4,-1,5.0,32.7,65.5,33.8
4,-1,5.0,32.3,66.2,34.2
4,-1,5.0,33.6,64.9,34.7
4,-1,5.0,32.8,62.6,34.1
4,-1,5.0,32.6,53.5,34.1
4,-1,5.0,32.6,63.3,33.6
4,-1,5.0,33.6,62.1,33.6
4,0,5.0,34.1,61.7,31.5
4,-1,5.0,31.8,66.6,31.5
4,-1,5.0,31.9,66.8,32.2
4,-1,5.0,34.6,50.7,36.1
4,-1,5.0,34.0,51.9,35.7
4,-1,5.0,31.7,61.3,35.5
4,-1,5.0,33.4,53.5,35.6
3,-1,5.0,26.8,24.0,32.1
3,0,5.0,27.4,24.0,32.4
3,0,5.0,28.4,22.9,32.1
3,0,5.0,29.8,22.5,32.1
3,-1,5.0,28.3,23.7,32.3
3,-1,5.0,28.0,24.1,32.4
3,0,5.0,27.4,24.1,32.4
3,-1,5.0,27.3,24.4,32.0
3,-1,5.0,28.2,23.8,32.0
3,-1,4.0,27.8,23.7,32.0
3,-1,5.0,28.1,23.7,32.0
3,0,5.0,28.2,23.6,32.1
3,0,5.0,28.5,23.4,32.1
3,0,5.0,31.3,24.9,32.2
3,0,5.0,29.2,24.8,31.8
3,0,5.0,29.3,26.0,32.4
3,0,5.0,29.7,25.9,32.4
3,0,5.0,27.1,25.8,32.5
3,-1,4.0,27.4,26.2,32.2
3,1,4.0,28.7,25.5,32.5
3,0,6.0,28.6,25.6,32.5
3,-1,5.0,29.6,25.3,32.5
3,-1,4.0,28.5,26.7,29.0
3,-1,4.0,28.9,26.6,29.3
3,0,4.0,28.1,26.2,29.0
3,-1,5.0,28.2,26.3,29.3
3,-1,5.0,28.0,26.5,29.4
3,-1,4.0,28.3,26.2,29.4
3,0,5.0,27.5,26.5,29.5
3,1,5.0,28.7,26.0,29.1
3,-1,5.0,28.4,25.9,29.3
3,0,5.0,28.7,26.6,29.5
3,-1,4.0,28.0,27.3,29.3
3,-1,4.0,27.6,26.9,29.3
3,-1,6.0,28.3,27.1,29.3
3,-1,5.0,27.8,26.2,28.8
3,-1,5.0,29.4,24.8,31.6
3,0,5.0,29.7,24.2,31.3
3,1,5.0,28.8,23.3,31.3
3,-1,5.0,30.8,20.5,32.1
3,-1,5.0,31.0,21.9,32.1
3,-1,5.0,29.8,22.0,32.1
3,-1,4.0,29.0,22.9,32.0
3,-1,5.0,29.5,28.2,33.3
3,-1,5.0,29.5,28.2,33.3
3,0,5.0,31.1,25.3,32.9
3,-1,5.0,31.1,25.2,32.3
3,-1,5.0,31.8,24.3,32.6
3,0,5.0,32.5,25.0,33.0
3,-1,5.0,32.1,24.1,33.0
3,-1,5.0,31.6,25.0,33.0
3,-1,5.0,31.4,25.1,32.8
3,-1,5.0,30.8,24.8,32.8
3,-1,5.0,31.2,25.3,33.0
3,-1,5.0,29.7,23.4,33.2
3,-1,5.0,31.1,22.9,33.2
3,1,5.0,31.0,23.0,33.2
3,-1,5.0,31.1,20.8,34.0
3,-1,5.0,31.3,21.7,35.0
3,0,5.0,31.1,20.4,35.7
3,0,5.0,31.2,20.9,35.7
3,0,5.0,31.7,20.1,35.8
3,-1,5.0,31.2,25.8,30.6
3,-1,5.0,31.6,27.3,31.4
3,-1,5.0,31.6,27.9,31.1
3,-1,5.0,31.9,16.9,37.1
3,0,5.0,32.7,23.4,37.1
3,-1,5.0,32.8,23.5,37.1
3,-1,5.0,32.7,23.4,37.1
3,0,5.0,28.9,21.5,33.7
1,0,5.0,21.6,36.6,25.5
1,1,4.0,22.9,36.3,25.5
1,-1,4.0,23.7,36.5,25.5
1,-1,5.0,24.9,36.1,26.0
1,0,4.0,25.6,36.9,26.0
1,0,5.0,25.6,31.4,25.3
1,1,5.0,25.2,32.0,25.3
1,1,4.0,25.1,32.8,25.5
1,1,4.0,25.2,33.0,25.5
1,1,5.0,25.2,33.7,25.5
1,0,5.0,25.0,34.1,26.0
1,0,5.0,25.2,34.6,26.0
1,-1,5.0,25.7,41.4,25.5
1,-1,5.0,25.7,41.4,25.7
1,0,6.0,26.0,42.0,25.3
1,1,4.0,26.6,43.0,24.4
1,-1,5.0,26.8,44.7,24.4
1,-1,4.0,26.7,45.5,22.8
1,-1,5.0,26.6,46.5,22.8
1,-1,4.0,26.7,51.2,22.8
1,0,5.0,26.8,51.7,24.4
1,-1,5.0,27.0,49.1,22.7
1,1,5.0,27.1,48.1,22.3
1,0,5.0,27.1,47.3,23.4
1,-1,4.0,27.4,52.9,22.8
1,-1,4.0,27.5,49.0,22.8
1,0,5.0,27.4,47.7,22.8
1,0,5.0,27.5,46.6,22.8
1,1,5.0,27.7,50.3,23.4
1,-1,4.0,27.6,52.0,22.8
1,0,5.0,27.7,47.1,22.8
1,-1,4.0,27.9,45.7,22.8
1,0,5.0,27.9,51.0,22.3
1,-1,4.0,27.8,51.8,25.3
1,0,5.0,27.9,47.9,22.3
1,0,5.0,27.9,45.8,22.3
1,0,5.0,28.0,43.7,25.3
1,-1,4.0,28.1,47.1,25.3
1,1,5.0,26.4,47.4,25.3
1,0,5.0,25.3,42.5,26.0
1,-1,4.0,26.1,15.2,26.0
1,0,5.0,23.0,39.3,26.0
1,1,5.0,24.7,41.5,25.3
1,1,5.0,25.1,38.7,25.3
1,0,5.0,25.6,39.3,25.3
1,-1,5.0,26.1,39.0,25.3
1,0,5.0,25.6,45.2,26.0
1,-1,4.0,25.3,45.8,25.3
1,1,4.0,25.2,43.0,26.0
1,0,5.0,25.3,40.5,25.3
1,0,4.0,25.3,50.0,26.0
1,1,5.0,25.2,48.8,26.0
1,0,5.0,25.3,44.9,26.0
1,1,5.0,25.5,46.2,26.0
1,-1,5.0,25.7,47.1,25.3
1,1,4.0,26.1,49.0,25.3
1,0,5.0,26.5,48.6,25.3
1,0,5.0,26.5,44.3,25.7
1,1,4.0,26.9,46.4,24.8
1,1,5.0,26.5,47.9,24.8
1,0,5.0,26.8,48.0,22.8
1,-1,5.0,26.9,47.2,22.3
1,0,4.0,26.9,44.2,22.3
1,0,5.0,27.0,44.1,22.3
1,1,5.0,27.2,45.2,22.8
1,0,4.0,27.3,48.7,22.8
1,1,4.0,27.3,46.4,23.4
1,1,4.0,27.4,41.5,22.3
1,-1,4.0,27.6,40.8,22.3
1,1,5.0,27.6,40.9,22.8
1,0,5.0,27.6,45.9,22.3
1,0,4.0,27.6,45.9,22.3
1,0,4.0,27.4,49.0,22.3
1,-1,5.0,27.7,49.6,22.3
1,-1,4.0,27.6,45.5,22.3
1,0,4.0,27.7,45.9,22.3
1,1,4.0,27.7,49.1,22.3
1,0,4.0,27.9,45.2,22.3
1,-1,4.0,27.9,46.4,22.3
1,0,4.0,28.0,46.9,22.7
1,-1,4.0,25.9,48.8,22.3
1,-1,5.0,25.4,45.8,22.3
1,1,5.0,21.1,43.0,22.3
1,1,4.0,23.0,40.5,22.3
1,1,2.0,23.9,39.8,22.3
1,1,5.0,24.8,44.6,22.3
1,0,4.0,19.7,43.7,0.8
1,1,3.0,24.0,39.1,0.8
1,1,3.0,23.4,39.3,0.8
1,-1,3.0,23.0,41.0,0.8
1,-1,4.0,25.2,42.5,0.8
1,0,4.0,24.1,46.2,0.8
1,1,3.0,23.0,45.3,0.8
1,-1,4.0,23.0,45.3,0.8
1,0,4.0,23.2,45.3,0.8
1,-1,3.0,24.3,40.4,0.8
1,0,3.0,24.1,38.5,0.8
1,0,4.0,24.6,35.3,0.8
1,0,4.0,24.8,35.4,0.8
1,-1,3.0,22.6,38.7,0.8
1,1,3.0,22.9,39.5,0.8
1,1,3.0,23.1,39.8,0.8
1,0,4.0,23.3,40.2,0.8
1,1,4.0,23.5,40.5,0.8
1,-1,3.0,24.3,41.3,0.8
1,0,4.0,24.4,37.4,0.8
1,1,4.0,24.4,37.4,0.8
1,-1,4.0,24.4,37.4,0.8
1,1,3.0,24.4,37.4,0.8
1,-1,3.0,24.4,37.4,0.8
1,-1,3.0,24.4,37.4,0.8
1,-1,3.0,24.4,37.4,0.8
1,0,4.0,23.8,33.9,0.8
1,-1,3.0,24.4,37.4,0.8
1,-1,1.0,23.8,33.9,0.8
1,-1,3.0,22.3,36.1,0.8
1,-1,4.0,22.3,36.1,0.8
1,0,4.0,22.3,36.1,0.8
1,-1,4.0,25.5,36.1,0.8
1,-1,3.0,25.5,36.1,0.8
1,0,3.0,25.5,36.1,0.8
1,-1,3.0,25.5,36.1,0.8
1,-1,3.0,25.5,36.1,0.8
1,-1,4.0,25.5,36.1,0.8
1,0,3.0,25.5,36.1,0.8
1,-1,4.0,25.5,36.1,0.8
1,0,4.0,25.5,36.1,0.8
1,-1,3.0,25.7,37.0,0.8
1,-1,3.0,25.5,36.1,0.8
1,0,4.0,23.8,34.4,0.8
1,-1,3.0,25.5,36.1,0.8
1,-1,4.0,25.5,36.1,0.8
1,0,4.0,25.5,36.1,0.8
1,0,4.0,25.1,34.5,0.8
1,0,4.0,25.1,34.5,0.8
1,-1,4.0,25.5,36.1,0.8
1,-1,3.0,25.5,36.1,0.8
1,0,4.0,25.1,34.5,0.8
1,-1,3.0,25.5,36.1,0.8
1,0,3.0,25.1,34.5,0.8
1,-1,4.0,25.1,34.5,0.8
1,0,4.0,25.1,34.5,0.8
1,-1,3.0,25.7,36.2,0.8
1,0,4.0,25.1,34.5,0.8
1,-1,4.0,23.8,34.6,0.8
1,0,3.0,25.1,34.5,0.8
1,-1,3.0,25.1,34.5,0.8
1,0,4.0,22.6,36.1,0.8
1,-1,3.0,25.8,37.5,0.8
1,-1,4.0,25.8,37.5,0.8
1,-1,4.0,23.9,39.2,0.8
1,-1,3.0,25.0,38.5,0.8
1,-1,4.0,25.0,38.5,0.8
1,-1,4.0,23.9,39.2,0.8
1,-1,4.0,23.8,40.2,0.8
1,1,4.0,23.8,40.2,0.8
1,-1,3.0,26.0,37.3,0.8
1,1,3.0,23.8,40.2,0.8
1,-1,3.0,26.0,37.3,0.8
1,0,4.0,25.0,38.4,0.8
1,0,4.0,26.0,37.3,0.8
1,0,6.0,26.0,37.3,0.8
1,-1,3.0,26.0,37.3,0.8
1,0,3.0,25.0,38.5,0.8
1,0,4.0,25.0,38.5,0.8
1,-1,4.0,26.1,37.5,0.8
1,0,4.0,24.0,39.5,0.8
1,0,4.0,25.8,31.2,0.8
1,-1,4.0,26.2,37.8,0.8
1,0,4.0,24.0,39.1,0.8
1,1,4.0,24.0,39.1,0.8
1,-1,4.0,25.1,39.6,0.8
1,1,4.0,23.9,34.4,0.8
1,-1,3.0,23.4,42.5,0.8
1,0,6.0,21.3,45.7,0.8
1,-1,3.0,23.8,50.4,0.8
1,-1,4.0,23.7,53.5,0.8
1,-1,3.0,22.9,59.7,0.8
1,-1,1.0,22.6,60.8,0.8
1,-1,3.0,23.1,59.0,0.8
1,-1,3.0,23.1,59.0,0.8
1,-1,3.0,23.5,60.2,0.8
1,-1,3.0,24.6,60.2,0.8
1,0,3.0,22.5,60.5,0.8
1,-1,3.0,24.6,57.8,0.8
1,0,3.0,21.5,60.6,0.8
1,0,4.0,24.8,58.0,0.8
1,-1,3.0,24.8,57.9,0.8
1,-1,3.0,24.8,57.9,0.8
1,0,4.0,24.8,57.9,0.8
1,-1,3.0,24.8,57.9,0.8
1,-1,3.0,24.9,57.3,0.8
1,0,4.0,23.5,55.6,0.8
1,-1,3.0,23.6,54.9,0.8
1,-1,3.0,26.0,48.6,0.8
1,-1,3.0,23.8,53.9,0.8
1,0,6.0,23.2,54.0,0.8
1,-1,3.0,22.5,59.0,0.8
1,-1,3.0,24.0,58.6,0.8
1,-1,4.0,26.6,48.9,0.8
1,-1,3.0,26.6,48.9,0.8
1,-1,3.0,26.6,48.2,0.8
1,-1,3.0,26.6,48.2,0.8
1,-1,3.0,26.6,48.2,0.8
1,-1,3.0,26.6,48.2,0.8
1,-1,3.0,26.6,48.2,0.8
1,-1,3.0,26.6,48.2,0.8
1,-1,3.0,26.6,48.2,0.8
1,-1,3.0,26.6,48.2,0.8
1,-1,3.0,26.6,48.2,0.8
1,0,1.0,20.9,39.7,0.8
1,0,4.0,23.4,51.5,0.8
1,0,4.0,26.3,45.4,0.8
1,0,4.0,23.4,51.3,0.8
1,0,4.0,22.5,40.3,0.8
1,0,4.0,21.9,43.9,0.8
1,0,3.0,23.1,45.8,0.8
1,-1,3.0,23.4,39.7,0.8
1,-1,3.0,23.4,39.7,0.8
1,-1,4.0,23.4,39.7,0.8
1,0,3.0,23.4,39.7,0.8
1,0,4.0,23.4,39.7,0.8
1,0,4.0,23.4,40.1,0.8
1,-1,3.0,23.4,40.1,0.8
1,-1,3.0,23.4,40.1,0.8
1,-1,3.0,23.4,40.1,0.8
1,0,4.0,23.4,40.1,0.8
1,1,3.0,23.4,40.1,0.8
1,1,4.0,23.4,40.1,0.8
1,-1,4.0,23.4,40.5,0.8
1,0,4.0,22.2,47.7,0.8
1,0,4.0,25.9,41.3,0.8
1,0,4.0,25.3,35.3,0.8
1,0,4.0,24.2,41.8,0.8
1,0,4.0,22.8,40.4,0.8
1,1,3.0,22.3,41.0,0.8
1,-1,4.0,24.3,42.2,0.8
1,0,4.0,24.4,42.4,0.8
1,0,4.0,23.0,41.2,0.8
1,-1,3.0,23.9,40.5,0.8
1,1,3.0,21.9,41.2,0.8
1,-1,3.0,21.0,37.5,0.8
1,1,3.0,23.8,41.1,0.8
1,-1,4.0,23.8,37.5,0.8
1,0,4.0,26.2,38.2,0.8
1,-1,4.0,23.3,43.2,0.8
1,0,3.0,23.3,43.2,0.8
1,0,6.0,23.5,43.0,0.8
1,0,4.0,21.9,48.9,0.8
4,0,6.0,25.3,60.0,27.0
4,0,6.0,26.4,48.3,27.0
4,0,6.0,26.1,67.3,27.0
4,-1,5.0,28.4,53.0,25.0
4,-1,5.0,28.4,53.0,25.0
4,-1,5.0,27.3,61.6,25.0
4,0,5.0,25.7,58.7,25.0
4,0,5.0,25.9,58.0,25.0
4,0,6.0,25.9,58.0,25.0
4,0,5.0,25.7,59.9,25.0
4,-1,4.0,25.8,66.5,25.0
4,-1,5.0,25.3,51.2,25.0
4,-1,5.0,25.7,58.8,25.0
4,0,6.0,25.7,58.8,25.0
4,0,5.0,26.6,59.2,25.0
4,0,5.0,25.1,50.4,25.0
4,-1,5.0,25.1,51.8,25.0
4,0,6.0,26.4,47.3,25.0
4,-1,4.0,26.4,47.4,25.0
4,-1,5.0,27.9,42.7,25.0
4,1,6.0,22.8,49.7,25.0
4,1,5.0,22.8,49.7,25.0
4,1,5.0,22.9,49.6,25.0
4,0,5.0,22.9,49.6,25.0
1,0,5.0,23.3,27.3,5.0
1,0,5.0,23.3,27.3,5.0
1,0,6.0,23.3,27.3,5.0
1,-1,6.0,23.9,28.1,5.0
1,-1,2.0,23.4,20.1,5.0
1,0,5.0,24.9,21.6,5.0
1,-1,5.0,26.3,24.0,5.0
1,0,6.0,26.3,24.0,5.0
1,0,5.0,26.3,24.0,5.0
1,0,6.0,26.3,24.0,5.0
1,0,4.0,25.8,24.5,5.0
1,0,5.0,23.5,24.3,5.0
1,0,6.0,23.5,24.3,5.0
1,0,6.0,24.1,18.6,5.0
1,0,6.0,24.1,18.6,5.0
1,0,5.0,24.1,18.6,5.0
1,0,5.0,24.2,20.0,5.0
1,0,5.0,21.6,25.4,5.0
1,1,6.0,21.6,25.4,5.0
1,1,5.0,23.2,27.1,5.0
1,0,5.0,23.2,27.1,5.0
1,0,4.0,23.4,24.6,5.0
1,1,6.0,23.2,24.7,5.0
1,0,5.0,23.2,24.7,5.0
1,0,5.0,23.0,27.6,5.0
1,1,6.0,23.0,27.6,5.0
1,0,5.0,23.3,28.1,5.0
1,1,5.0,23.3,28.1,5.0
1,1,6.0,24.2,27.6,5.0
1,0,5.0,24.2,27.6,5.0
1,0,5.0,25.9,28.2,5.0
1,0,5.0,21.8,21.7,5.0
1,0,5.0,21.9,22.0,5.0
1,1,5.0,22.7,22.4,5.0
1,-1,5.0,22.5,22.8,5.0
1,0,5.0,26.1,22.0,5.0
1,0,5.0,23.1,24.7,5.0
1,0,5.0,23.1,24.7,5.0
1,1,6.0,23.1,24.7,5.0
